PID,Civic Address,Contact,Community,Pad Fee,Term,Source,Listing,lat,lon,Website,satellite,Streetview,Municipality,Zone Code,Zone Description,Width,Depth,Lot Size,Gross Taxes,BCA Description,2024 Assessed Land Value,2024 Assessed Total Value,Transacted,Transacted Year,Transaction Details
018-997-881,295 NINTH ST Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,217407.96,-,MOBILE HOME PARK,2081000,2674000,,,
006-911-196,1000 CHASE RIVER RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,640332,-,MOBILE HOME PARK,6159000,6674000,,,
017-850-002,2301 ARBOT RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,546678,-,MOBILE HOME PARK,3497000,4418000,,,
000-659-959,1074 OLD VICTORIA RD Nanaimo BC V9R 6L7,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,67082.4,-,MOBILE HOME PARK,884000,937800,,,
000-453-510,6204 DUNBAR RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,1023050.16,-,MOBILE HOME PARK,6508000,8338000,,,
006-392-181,735 PARK AV Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,296208,-,MOBILE HOME PARK,2827000,3066000,,,
000-672-840,3950 BIGGS RD Nanaimo BC V9T 5P9,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,2130519.6,-,MOBILE HOME PARK,20667000,27632000,,,
009-493-425,1001 NANAIMO LAKES RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,938282.4,-,MOBILE HOME PARK,9248000,10545000,,,
007-594-135,1359 CRANBERRY AV Nanaimo BC V9R 6L4,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,130680,-,MOBILE HOME PARK,1340000,1544000,,,
018-578-993,1918 JINGLE POT RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,608097.6,-,MOBILE HOME PARK,6849000,8197000,,,
017-409-641,25 MAKI RD Nanaimo BC,,,,,,,,,,,,Nanaimo,R12,Mobile Home Park Residential,-,-,1454119.92,-,MOBILE HOME PARK,11780000,12775000,,,
024-682-110,739 HIGHWAY 3A Nelson BC V1L 6M4,,,,,,,,,,,,Nelson,R5,Manufactured Home Park Residential,-,-,554518.8,-,MOBILE HOME PARK,2781000,3682000,,,
008-304-661,900 GORE ST W Nelson BC,,,,,,,,,,,,Nelson,R5,Manufactured Home Park Residential,-,-,113256,-,MOBILE HOME PARK,1187000,1260800,,,
008-254-770,900 GORE ST W Nelson BC,,,,,,,,,,,,Nelson,R5,Manufactured Home Park Residential,-,-,151588.8,-,MOBILE HOME PARK,1351000,1438300,,,
004-876-563,3924 YOUNG ST New Hazelton BC V0J 2J0,,,,,,,,,,,,New Hazelton,,,-,-,94960.8,4142.22,MOBILE HOME PARK,5100,211100,,,
000-070-157,3497 GIBBINS RD North Cowichan BC V9L 6C9,,,,,,,,,,,,North Cowichan,R5,Residential Mobile Home Park Zone,-,-,575427.6,-,MOBILE HOME PARK,6558000,7106000,,,
007-388-411,1749 CECIL ST North Cowichan BC,,,,,,,,,,,,North Cowichan,R5,Residential Mobile Home Park Zone,-,-,230868,-,MOBILE HOME PARK,2627000,2815000,,,
000-244-325,3042 RIVER RD North Cowichan BC V0R 1K3,,,,,,,,,,,,North Cowichan,A2,Rural Zone,-,-,1485396,-,MOBILE HOME PARK,1467000,15520000,,,
014-830-531,2963 KLAHANNI DR Northern Rockies Regional Municipality BC V0C 1R0,,,,,,,,,,,,Northern Rockies Regional Municipality,,,-,-,628135.2,3363.84,MOBILE HOME PARK,134000,414000,,,
011-096-501,5211 52 AV W Northern Rockies Regional Municipality BC V0C 1R0,,,,,,,,,,,,Northern Rockies Regional Municipality,,,-,-,74052,5403.05,MOBILE HOME PARK,189000,277000,,,
014-916-282,4603 50 AV S Northern Rockies Regional Municipality BC V0C 1R0,,,,,,,,,,,,Northern Rockies Regional Municipality,,,-,-,209088,10779.97,MOBILE HOME PARK,393000,440900,,,
026-603-004,4610 49 AV Northern Rockies Regional Municipality BC V0C 1R0,,,,,,,,,,,,Northern Rockies Regional Municipality,,,-,-,33541.2,1333.37,MOBILE HOME PARK,30500,37200,,,
023-428-538,5701 AIRPORT DR Northern Rockies Regional Municipality BC V0C 1R0,,,,,,,,,,,,Northern Rockies Regional Municipality,,,-,-,1227085.2,16516.69,MOBILE HOME PARK,524000,893000,,,
006-584-837,4501 NAHANNI DR Northern Rockies Regional Municipality BC V0C 1R0,,,,,,,,,,,,Northern Rockies Regional Municipality,,,-,-,240015.6,4655.31,MOBILE HOME PARK,228000,309800,,,
018-041-671,6778 TUCELNUIT DR Oliver BC V0H 1T3,,,,,,,,,,,,Oliver,RSM,Manufactured Home Park Zone,-,-,317508.84,-,MOBILE HOME PARK,5822000,6581000,,,
029-301-246,6633 PARK DR Oliver BC V0H 1T4,,,,,,,,,,,,Oliver,RSM,Manufactured Home Park Zone,-,-,230258.16,-,MOBILE HOME PARK,2703000,2892000,,,
008-197-911,7612 97TH ST Osoyoos BC V0H 1V5,,,,,,,,,,,,Osoyoos,R4,Manufactured Home Park,-,-,95832,-,MOBILE HOME PARK,541000,762000,,,
003-263-398,4426 OLEANDER DR Osoyoos BC V0H 1V1,,,,,,,,,,,,Osoyoos,R4,Manufactured Home Park,-,-,61898.76,-,MOBILE HOME PARK,445000,482800,,,
000-693-600,150 CORFIELD ST N Parksville BC V9P 1N9,,,,,,,,,,,,Parksville,MH-1,MANUFACTURED HOME RESIDENTIAL,-,-,210830.4,-,MOBILE HOME PARK,3072000,3450000,,,
003-597-105,220 MARTINDALE RD Parksville BC V9P 1T6,,,,,,,,,,,,Parksville,RS-1,SINGLE FAMILY RESIDENTIAL,-,-,23522.4,-,MOBILE HOME PARK,510000,620000,,,
001-021-389,394 CRAIG ST Parksville BC,,,,,,,,,,,,Parksville,MH-1,MANUFACTURED HOME RESIDENTIAL,-,-,96267.6,-,MOBILE HOME PARK,915000,974400,,,
007-180-021,145 WELD ST Parksville BC,,,,,,,,,,,,Parksville,C-3,DOWNTOWN COMMERCIAL,-,-,6450,-,MOBILE HOME PARK,449000,492600,,,
005-782-121,1247 ARBUTUS RD Parksville BC,,,,,,,,,,,,Parksville,RS-1,SINGLE FAMILY RESIDENTIAL,-,-,393346.8,-,MOBILE HOME PARK,5351000,5656000,,,
016-054-075,450 STANFORD AV E Parksville BC V9P 1V8,,,,,,,,,,,,Parksville,A-1MH-1,AGRICULTURALMANUFACTURED HOME RESIDENTIAL,-,-,2384038.8,-,MOBILE HOME PARK,3345884,4105184,,,
003-914-216,386 CRAIG ST Parksville BC,,,,,,,,,,,,Parksville,MH-1,MANUFACTURED HOME RESIDENTIAL,-,-,105415.2,-,MOBILE HOME PARK,1250000,1649000,,,
005-140-439,202 MARTINDALE RD Parksville BC V9P 1T6,,,,,,,,,,,,Parksville,RS-1,SINGLE FAMILY RESIDENTIAL,-,-,104544,-,MOBILE HOME PARK,739000,929000,,,
012-647-535,40-6711 HIGHWAY 97 Peachland BC V0H 1X9,,,,,,,,,,,,Peachland,RM1,Manufactured Home Park,-,-,295249.68,-,MOBILE HOME PARK - ABOVE AVERAGE,2776000,3011000,,,
004-642-741,5432 CHIDLEY RD Peachland BC V0H 1X5,,,,,,,,,,,,Peachland,RM1,Manufactured Home Park,-,-,209088,-,MOBILE HOME PARK,2100000,2256000,,,
018-410-898,6663 HIGHWAY 97 Peachland BC V0H 1X7,,,,,,,,,,,,Peachland,RM1,Manufactured Home Park,-,-,154681.56,-,MOBILE HOME PARK - ABOVE AVERAGE,1786000,1804600,,,
006-072-020,5321 PRINCETON AV Peachland BC V0H 1X8,,,,,,,,,,,,Peachland,RM1,Manufactured Home Park,-,-,764826.48,-,MOBILE HOME PARK,1998000,2207000,,,
009-963-090,7370 HIGHWAY 99 Pemberton BC V0N 2L1,,,,,,,,,,,,Pemberton,,,-,-,557132.4,-,MOBILE HOME PARK,3787000,4047300,,,
007-412-045,197 DAUPHIN AV Penticton BC V2A 3S3,,,,,,,,,,,,Penticton,RSM,Mobile Home Park Housing,-,-,621775.44,-,MOBILE HOME PARK,6958000,7338000,,,
009-730-800,321 YORKTON AV Penticton BC V2A 3V6,,,,,,,,,,,,Penticton,RSM,Mobile Home Park Housing,-,-,856389.6,-,MOBILE HOME PARK,7516000,8215000,,,
003-607-739,999 BURNABY AV Penticton BC V2A 1G7,,,,,,,,,,,,Penticton,RSM,Mobile Home Park Housing,-,-,348044.4,-,MOBILE HOME PARK,5491000,6076000,,,
018-284-264,98 OKANAGAN AV E Penticton BC V2A 3J5,,,,,,,,,,,,Penticton,RSM,Mobile Home Park Housing,-,-,612540.72,-,MOBILE HOME PARK,8668000,9311000,,,
011-790-211,1701 PENTICTON AV Penticton BC V2A 2N6,,,,,,,,,,,,Penticton,CT1RSM,Tourist CommercialMobile Home Park Housing,-,-,1093791.6,-,MOBILE HOME PARK,5028000,5323000,,,
012-370-789,2773 SOUTH MAIN ST Penticton BC V2A 5J5,,,,,,,,,,,,Penticton,RSM,Mobile Home Park Housing,-,-,208216.8,-,MOBILE HOME PARK,1785000,1968000,,,
016-295-552,3245 PARIS ST Penticton BC V2A 3T9,,,,,,,,,,,,Penticton,RSM,Mobile Home Park Housing,-,-,447535.44,-,MOBILE HOME PARK,8511000,8822000,,,
009-817-182,11892 PONDEROSA BV Pitt Meadows BC V3Y 1Z3,,,,,,,,,,,,Pitt Meadows,RM-1,Multi-Family Residential 1,-,-,1027144.8,193862.89,MOBILE HOME PARK,13610000,17216000,,,
005-189-233,3859 WOOD AV Port Alberni BC V9Y 7P9,,,,,,,,,,,,Port Alberni,,,-,-,55200,-,MOBILE HOME PARK,309000,339800,,,
005-758-009,5555 GRANDVIEW RD Port Alberni BC V9Y 8H5,,,,,,,,,,,,Port Alberni,,,-,-,723967.2,-,MOBILE HOME PARK,1757000,2161000,,,
005-998-255,4837 ROGER ST Port Alberni BC V9Y 3Z1,,,,,,,,,,,,Port Alberni,,,-,-,76230,-,MOBILE HOME PARK,1015000,1253000,,,
000-238-635,1191 MARINE DR Port Alice BC V0N 2N0,,,,,,,,,,,,Port Alice,R-3,,-,-,841579.2,-,MOBILE HOME PARK,2534000,2787000,,,
003-035-867,4745 FORT RUPERT RD Port Hardy BC V0N 2P0,,,,,,,,,,,,Port Hardy,R-2,,-,-,1179125.64,-,MOBILE HOME PARK,658000,664400,,,
002-033-984,7100 HIGHVIEW RD Port Hardy BC V0N 2P0,,,,,,,,,,,,Port Hardy,R-3,,-,-,810608.04,-,MOBILE HOME PARK,3074000,3445000,,,
018-235-212,5250 BEAVER HARBOUR RD Port Hardy BC V0N 2P0,,,,,,,,,,,,Port Hardy,R-3,,-,-,700575.48,-,MOBILE HOME PARK,2405000,2702000,,,
002-103-362,1877 MCNEILL RD Port McNeill BC V0N 2R0,,,,,,,,,,,,Port McNeill,RMH-1,,-,-,348480,-,MOBILE HOME PARK,1387000,1500000,,,
007-544-596,6271 MCANDREW AV Powell River BC V8A 5G8,,,,,,,,,,,,Powell River,R4,Mobile Home Park Residential Zone,-,-,307098,-,MOBILE HOME PARK,1799000,2056000,,,
010-224-599,5455 BORDEN PL Powell River BC V8A 3W1,,,,,,,,,,,,Powell River,R4,Mobile Home Park Residential Zone,-,-,240015.6,-,MOBILE HOME PARK,2403000,2635000,,,
009-657-347,6263 LUND ST Powell River BC V8A 4T3,,,,,,,,,,,,Powell River,R4,Mobile Home Park Residential Zone,-,-,191664,-,MOBILE HOME PARK,646000,949000,,,
008-900-116,7624 DUNCAN ST Powell River BC V8A 5L2,,,,,,,,,,,,Powell River,R4,Mobile Home Park Residential Zone,-,-,550162.8,-,MOBILE HOME PARK,3940000,4584000,,,
015-835-111,7575 DUNCAN ST Powell River BC V8A 5L1,,,,,,,,,,,,Powell River,R4,Mobile Home Park Residential Zone,-,-,688248,-,MOBILE HOME PARK,3635000,5192000,,,
015-073-106,10180 HART HY Prince George BC V2K 5X6,,,,,,,,,,,,Prince George,RM9rAF,ResidentialRural,-,-,1021917.6,11756.48,MOBILE HOME PARK,1295000,1380600,,,
013-349-660,3455 WESTWOOD DR Prince George BC V2N 1S5,,,,,,,,,,,,Prince George,RM9,Residential,-,-,100623.6,7075.85,MOBILE HOME PARK,775000,824400,,,
023-656-425,5988 GAUTHIER RD Prince George BC,,,,,,,,,,,,Prince George,RM9AG,ResidentialRural,-,-,413297.28,33834.53,MOBILE HOME PARK,1729000,2775000,,,
003-625-281,2188 NORWOOD ST Prince George BC V2L 4C7,,,,,,,,,,,,Prince George,RM9,Residential,-,-,422096.4,10060.53,MOBILE HOME PARK,973000,1172000,,,
023-445-653,7100 ALDEEN RD Prince George BC,,,,,,,,,,,,Prince George,RM9,Residential,-,-,529558.92,26413.23,MOBILE HOME PARK,1624000,3077000,,,
023-563-788,3598 PIERREROY RD Prince George BC V2N 2S3,,,,,,,,,,,,Prince George,RM9,Residential,-,-,41033.52,2382.95,MOBILE HOME PARK,171000,277000,,,
009-634-398,5125 NORTH NECHAKO RD Prince George BC V2K 4V7,,,,,,,,,,,,Prince George,RM9,Residential,-,-,594158.4,19863.55,MOBILE HOME PARK,2090000,2314000,,,
004-140-729,3480 PIERREROY RD Prince George BC V2N 2S3,,,,,,,,,,,,Prince George,RM9,Residential,-,-,225640.8,8226.11,MOBILE HOME PARK,874000,958400,,,
004-005-155,7170 HART HY Prince George BC V2K 3A8,,,,,,,,,,,,Prince George,RM9,Residential,-,-,160736.4,9322.32,MOBILE HOME PARK,765000,1087000,,,
014-993-368,6100 DAKELH TI RD Prince George BC,,,,,,,,,,,,Prince George,RM9U2,ResidentialUtility,-,-,2332202.4,238933.49,MOBILE HOME PARK,13624000,13961000,,,
009-522-841,7128 OTWAY RD Prince George BC V2M 7E1,,,,,,,,,,,,Prince George,AF,Rural,-,-,440827.2,4712.67,MOBILE HOME PARK,316000,593000,,,
012-330-124,2271 FARRELL ST Prince George BC V2L 1A4,,,,,,,,,,,,Prince George,RS2,Residential,-,-,53143.2,4881.75,MOBILE HOME PARK,547000,568900,,,
013-492-608,5164 HART HY Prince George BC,,,,,,,,,,,,Prince George,RM9AG,ResidentialRural,-,-,435600,16953.57,MOBILE HOME PARK,1483000,1974000,,,
004-443-217,6151 GAUTHIER RD Prince George BC,,,,,,,,,,,,Prince George,RM9,Residential,-,-,266151.6,14738.86,MOBILE HOME PARK,1113000,1716000,,,
011-977-485,D18-5931 COOK CT Prince George BC V2K 3A3,,,,,,,,,,,,Prince George,RM9,Residential,-,-,796712.4,22516.03,MOBILE HOME PARK,2368000,2623000,,,
018-325-041,353 BLACKBURN RD N Prince George BC V2N 6G1,,,,,,,,,,,,Prince George,RM9,Residential,-,-,244371.6,11717.25,MOBILE HOME PARK,1051000,1366000,,,
004-820-878,3508 PIERREROY RD Prince George BC V2N 2S3,,,,,,,,,,,,Prince George,RM9,Residential,-,-,88426.8,5981.39,MOBILE HOME PARK,656000,696700,,,
006-636-551,5130 NORTH NECHAKO RD Prince George BC V2K 4W3,,,,,,,,,,,,Prince George,RM9,Residential,-,-,1238410.8,46225.16,MOBILE HOME PARK,4680000,5209100,,,
011-738-588,8474 BUNCE RD Prince George BC,,,,,,,,,,,,Prince George,RM9,Residential,-,-,695217.6,18618.87,MOBILE HOME PARK,1982000,2169000,,,
004-294-548,3730 LANSDOWNE RD Prince George BC V2N 2S5,,,,,,,,,,,,Prince George,RM9,Residential,-,-,409899.6,26241.54,MOBILE HOME PARK,2708000,3057000,,,
011-919-493,1720 PRINCE GEORGE PULPMILL RD Prince George BC V2K 5P2,,,,,,,,,,,,Prince George,RM9AG,ResidentialRural,-,-,435600,11700.09,MOBILE HOME PARK,1253000,1415000,,,
017-979-021,7817 HIGHWAY 97 S Prince George BC V2N 6P6,,,,,,,,,,,,Prince George,RM9r,Residential,-,-,933055.2,37603.42,MOBILE HOME PARK,3315700,4374700,,,
005-580-960,1000 INVERNESS RD Prince George BC,,,,,,,,,,,,Prince George,RM9,Residential,-,-,1043262,47590.15,MOBILE HOME PARK,3921000,5544000,,,
013-398-563,8622 HART HY Prince George BC V2K 3B7,,,,,,,,,,,,Prince George,RM9,Residential,-,-,217800,9064.78,MOBILE HOME PARK,663000,1056000,,,
023-573-961,263 HIGHWAY 3 Princeton BC,,,,,,,,,,,,Princeton,RSM,Manufactured Home Parki,-,-,441437.04,-,MOBILE HOME PARK,3488000,3689000,,,
012-779-300,171 PENRYN AV Princeton BC,,,,,,,,,,,,Princeton,RM3,Multi-Family Residential (Medium Density),-,-,48351.6,-,MOBILE HOME PARK,222000,238600,,,
001-017-080,575 ARBUTUS ST Qualicum Beach BC V9K 1P2,,,,,,,,,,,,Qualicum Beach,R4,Residential 4,-,-,243500.4,-,MOBILE HOME PARK,2580000,2727000,,,
005-115-655,3499 3RD AV Queen Charlotte BC,,,,,,,,,,,,Queen Charlotte,,,-,-,435600,-,MOBILE HOME PARK,257200,365000,,,
004-195-892,2288 GASSOFF RD Quesnel BC V2J 4E6,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,175982.4,5296.57,MOBILE HOME PARK,291000,613000,,,
008-984-387,684 NORTH FRASER DR Quesnel BC V2J 1Z6,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,236966.4,12162.93,MOBILE HOME PARK,752000,1428000,,,
007-875-851,2610 RICHARDSON RD Quesnel BC V2J 4R7,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,240451.2,8359.32,MOBILE HOME PARK,609000,988000,,,
009-011-196,654 NORTH FRASER DR Quesnel BC V2J 1Z6,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,248727.6,12808.15,MOBILE HOME PARK,1221000,1507000,,,
009-293-248,2201 GASSOFF RD Quesnel BC V2J 5K5,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,112384.8,4610.52,MOBILE HOME PARK,400000,530000,,,
010-479-635,950 ANDERSON DR Quesnel BC V2J 1G5,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,402930,7101.54,MOBILE HOME PARK,683000,834000,,,
023-761-407,313 WESTLAND RD Quesnel BC V2J 4V4,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,647737.2,16477.63,MOBILE HOME PARK,1767000,1984000,,,
014-849-666,2401 LARCH AV Quesnel BC V2J 5S3,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,217800,8106.13,MOBILE HOME PARK,566000,957000,,,
011-441-844,2377 LARCH AV Quesnel BC,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,178160.4,7852.94,MOBILE HOME PARK,654000,926000,,,
023-819-111,370 WESTLAND RD Quesnel BC V2J 6A7,,,,,,,,,,,,Quesnel,MHP-1,Manufactured Home Park,-,-,405108,14158.11,MOBILE HOME PARK,654000,1671000,,,
007-541-881,1856 BIG EDDY RD Revelstoke BC,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,77144.76,-,MOBILE HOME PARK,848000,876200,,,
012-985-571,5-318 HUMBERT ST Revelstoke BC V0E 2S0,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,321647.04,-,MOBILE HOME PARK,3041000,3179000,,,
014-208-636,1614 GRIFFITHS RD Revelstoke BC V0E 2S1,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,158994,-,MOBILE HOME PARK,655000,746300,,,
015-012-654,1079 LUNDELL RD Revelstoke BC,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,64468.8,-,MOBILE HOME PARK,605000,627500,,,
016-508-777,1200 OSCAR ST Revelstoke BC V0E 2S1,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,595465.2,-,MOBILE HOME PARK,3999000,4299000,,,
013-759-795,241 HIGHWAY 23 N Revelstoke BC V0E 2S0,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,479160,-,MOBILE HOME PARK,3351000,3725000,,,
013-194-127,604-704 SIMPSON ST Revelstoke BC,,,,,,,,,,,,Revelstoke,P1R2A,Parks And Public Use DistrictSpecial Low Density Residential District,-,-,75794.4,-,MOBILE HOME PARK,635000,710500,,,
024-364-517,606 EDWARD ST Revelstoke BC,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,62334.36,-,MOBILE HOME PARK,800000,988000,,,
013-173-499,1306 DOWNIE ST Revelstoke BC V0E 2S0,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,69303.96,-,MOBILE HOME PARK,1175000,1258100,,,
014-988-054,978 LUNDELL RD Revelstoke BC,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,87512.04,-,MOBILE HOME PARK,755000,784500,,,
010-292-667,1204-MAPLEWOOD ST Revelstoke BC V0E 2S0,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,203425.2,-,MOBILE HOME PARK,1603000,1671600,,,
014-053-454,1442 ILLECILLEWAET RD Revelstoke BC V0E 2S1,,,,,,,,,,,,Revelstoke,RR04,Rural Residential 0.4 Hectare District,-,-,135036,-,MOBILE HOME PARK,966000,1026600,,,
031-983-693,775 HWY 23 S Revelstoke BC V0E 3K0,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,626479.92,-,MOBILE HOME PARK,2031000,2153000,,,
012-619-329,1113 FOURTH ST E Revelstoke BC,,,,,,,,,,,,Revelstoke,R5,Mobile Home District,-,-,75358.8,-,MOBILE HOME PARK,856000,899800,,,
008-502-471,891 MONTE VISTA DR Rossland BC,,,,,,,,,,,,Rossland,R-MHR-1R,Residential Mobile Home ParkDetached Residential Rural,-,-,911710.8,-,MOBILE HOME PARK,1698000,1985000,,,
009-699-261,807 MONTE VISTA DR Rossland BC V0G 1Y0,,,,,,,,,,,,Rossland,C-2,Commercial Service,-,-,87991.2,-,MOBILE HOME PARK,500000,540800,,,
015-884-244,7520 NOOTKA ST Rural BC V8A 5S2,,,,,,,,,,,,Rural,,,-,-,2700720,-,MOBILE HOME PARK,1516000,1738000,,,
007-767-994,9298 WILLIAMS RD Rural BC V8A 0J1,,,,,,,,,,,,Rural,,,-,-,19079.28,-,MOBILE HOME PARK,902000,1072000,,,
008-690-499,4441 DELANEY RD Rural BC V0E 2J0,,,,,,,,,,,,Rural,MHP1,Manufactured Home Park 1 Zone,-,-,473497.2,-,MOBILE HOME PARK,888000,975700,,,
009-838-899,12706 HIGHWAY 31 Rural BC,,,,,,,,,,,,Rural,,,-,-,401623.2,-,MOBILE HOME PARK,304000,554000,,,
029-642-663,4500 CLARIDGE RD Rural BC V8A 5N2,,,,,,,,,,,,Rural,,,-,-,1205566.56,-,MOBILE HOME PARK,3402000,3910300,,,
012-530-981,4195 WILDWOOD RD Rural BC V2G 4Z8,,,,,,,,,,,,Rural,C 2,Manufactured Home Park,-,-,223898.4,13041.13,MOBILE HOME PARK,1500300,1895300,,,
015-461-408,5145 GROGAN RD Rural BC,,,,,,,,,,,,Rural,RS 1,Settlement Area 1,-,-,164221.2,1107.11,MOBILE HOME PARK,138000,236300,,,
009-941-495,3980A 40TH ST Rural BC,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,127195.2,-,MOBILE HOME PARK,418000,433300,,,
027-163-211,997 CHILCOTIN HWY 20 Rural BC,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,730501.2,14763.87,MOBILE HOME PARK,1745000,2421000,,,
019-000-936,1292 HIGHWAY 3A Rural BC V0X 1N4,,,,,,,,,,,,Rural,,,-,-,1259319.6,-,MOBILE HOME PARK,2010000,2247000,,,
031-036-651,15011 RIPPLE ROCK RD Rural BC V9H 1N9,,,,,,,,,,,,Rural,,,-,-,421922.16,-,MOBILE HOME PARK,400000,437600,,,
015-008-584,780 NICHOLSON FRONTAGE RD Rural BC V0A 1H2,,,,,,,,,,,,Rural,,,-,-,52707.6,-,MOBILE HOME PARK,247000,320200,,,
019-100-752,10730 GISCOME RD Rural BC V2N 6R6,,,,,,,,,,,,Rural,RR1MHPRR2Ru3,Rural Residential 1 (RR1)Mobile Home Park (MHP)Rural Residential 2 (RR2)Rural 3 (Ru3),-,-,930877.2,4634.24,MOBILE HOME PARK,758000,825000,,,
011-555-599,1680 BAILEY RD Rural BC V0E 2Z0,,,,,,,,,,,,Rural,RR1MHPCR1R2,Rural Residential 1 (RR1)Mobile Home Park (MHP)Country Residential 1 (CR1)Residential 2 (R2),-,-,122403.6,1389.2,MOBILE HOME PARK,188000,291000,,,
006-083-161,9041 MEADES CREEK RD Rural BC,,,,,,,,,,,,Rural,MHR-4,MANUFACTURED HOME PARK ZONE 4,-,-,466963.2,-,MOBILE HOME PARK,2357000,2485000,,,
007-074-875,H3-5808 HIGHWAY 97 Rural BC V0E 1W1,,,,,,,,,,,,Rural,RMHP,https://www.csrd.bc.ca/DocumentCenter/View/1139/Bylaw-Number-2500-PDF#page=53MHP - Mobile Home Park,-,-,642510,-,MOBILE HOME PARK,599000,718000,,,
006-742-912,6225 LUGRIN RD Rural BC V9Y 8G5,,,,,,,,,,,,Rural,,,-,-,435600,-,MOBILE HOME PARK,2073000,2410000,,,
015-333-434,3018 PERRIER RD Rural BC V1L 6Z3,,,,,,,,,,,,Rural,,,-,-,473497.2,-,MOBILE HOME PARK,705000,729400,,,
024-526-134,6822 LEIGHTON CR Rural BC V0H 1T2,,,,,,,,,,,,Rural,RSM1,Low Density Residential Manufactured Home Park Zone,-,-,476807.76,-,MOBILE HOME PARK,3212000,3738000,,,
023-966-041,6828 ALCAN FRONT Rural BC V0C 1C3,,,,,,,,,,,,Rural,MHP,Manufactured Home Park Zone,-,-,559702.44,9030.51,MOBILE HOME PARK,2165300,2462500,,,
012-586-064,8680 CASTLE RD Rural BC V2N 6C9,,,,,,,,,,,,Rural,Ru1MHP,Rural 1 (Ru1)Mobile Home Park (MHP),-,-,665030.52,4658.56,MOBILE HOME PARK,1482000,1624000,,,
006-433-065,375 1ST ST Rural BC V0H 1J0,,,,,,,,,,,,Rural,,,-,-,72745.2,-,MOBILE HOME PARK - ABOVE AVERAGE,373000,402600,,,
017-128-706,5855 HIGHWAY 3 95 Rural BC,,,,,,,,,,,,Rural,R-MP,Manufactured Home Park Residential,-,-,206213.04,-,MOBILE HOME PARK,496000,669000,,,
011-756-730,2154 BARKER RD Rural BC V2J 7B6,,,,,,,,,,,,Rural,R 4,Mobile Home Park,-,-,183387.6,3494.64,MOBILE HOME PARK,88200,520200,,,
016-058-101,3241 BROADWATER RD Rural BC,,,,,,,,,,,,Rural,R5,Manufactured Home Park,-,-,322344,-,MOBILE HOME PARK,1248000,1612000,,,
006-522-998,1095 DYKE RD Rural BC,,,,,,,,,,,,Rural,RR1Ru5MHPCR1,Rural Residential 1 (RR1)Rural 5 (Ru5)Mobile Home Park (MHP)Country Residential 1 (CR1),-,-,152460,1859.16,MOBILE HOME PARK,329000,362300,,,
004-454-553,1498 MAIN ST Rural BC V0X 1N6,,,,,,,,,,,,Rural,,,-,-,108464.4,-,MOBILE HOME PARK,408000,1007000,,,
012-767-573,7105 NORTH FORK RD Rural BC V0H 1H2,,,,,,,,,,,,Rural,R3,Manufactured Home Park Residential 3,-,-,127195.2,-,MOBILE HOME PARK,955000,1414000,,,
008-873-682,7414 FOREST LAWN ST Rural BC,,,,,,,,,,,,Rural,MHP,Manufactured Home Park Zone,-,-,1502820,8781.04,MOBILE HOME PARK,2141000,2385000,,,
